State,District,Season,Soil_Type,Min_pH,Max_pH,Primary_Recommended_Crops,lookup_key
Maharashtra,Ratnagiri,Zaid,Lateritic Acidic Red Soil,4.8,6.2,"Watermelon, Cucumber, Summer Vegetables",maharashtra|ratnagiri|zaid|lateritic acidic red soil
Maharashtra,Sangli,Kharif,Deep Black Soil,7.0,8.5,"Sugarcane, Grapes, Groundnut, Soybean, Maize, Turmeric",maharashtra|sangli|kharif|deep black soil
Maharashtra,Sangli,Kharif,Medium Red Loam,7.0,8.5,"Sugarcane, Grapes, Groundnut, Soybean, Maize, Turmeric",maharashtra|sangli|kharif|medium red loam
Maharashtra,Sangli,Rabi,Deep Black Soil,7.0,8.5,"Rabi Sorghum, Wheat, Gram, Maize",maharashtra|sangli|rabi|deep black soil
Maharashtra,Sangli,Rabi,Medium Red Loam,7.0,8.5,"Rabi Sorghum, Wheat, Gram, Maize",maharashtra|sangli|rabi|medium red loam
Maharashtra,Sangli,Zaid,Deep Black Soil,7.0,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|sangli|zaid|deep black soil
Maharashtra,Sangli,Zaid,Medium Red Loam,7.0,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|sangli|zaid|medium red loam
Maharashtra,Satara,Kharif,Red Loamy to Heavy Black Soil,6.2,8.0,"Sugarcane, Strawberry, Paddy, Soybean, Groundnut, Pearl Millet",maharashtra|satara|kharif|red loamy to heavy black soil
Maharashtra,Satara,Rabi,Red Loamy to Heavy Black Soil,6.2,8.0,"Wheat, Gram, Onion, Rabi Sorghum, Potato",maharashtra|satara|rabi|red loamy to heavy black soil
Maharashtra,Satara,Zaid,Red Loamy to Heavy Black Soil,6.2,8.0,"Summer Groundnut, Vegetables, Fodder",maharashtra|satara|zaid|red loamy to heavy black soil
Maharashtra,Sindhudurg,Kharif,Lateritic Acidic Red Soil,4.8,6.2,"Paddy, Alphonso Mango, Cashew, Coconut, Spices",maharashtra|sindhudurg|kharif|lateritic acidic red soil
Maharashtra,Sindhudurg,Rabi,Lateritic Acidic Red Soil,4.8,6.2,"Pulses (Wal, Cowpea), Off-season Vegetables",maharashtra|sindhudurg|rabi|lateritic acidic red soil
Maharashtra,Sindhudurg,Zaid,Lateritic Acidic Red Soil,4.8,6.2,"Watermelon, Vegetables, Spices",maharashtra|sindhudurg|zaid|lateritic acidic red soil
Maharashtra,Solapur,Kharif,Medium to Shallow Black Soil (Drought Prone),7.2,8.6,"Sugarcane, Pomegranate, Pearl Millet, Pigeon Pea, Sunflower",maharashtra|solapur|kharif|medium to shallow black soil (drought prone)
Maharashtra,Solapur,Rabi,Medium to Shallow Black Soil (Drought Prone),7.2,8.6,"Rabi Sorghum (Maldandi Jowar), Gram, Wheat, Safflower",maharashtra|solapur|rabi|medium to shallow black soil (drought prone)
Maharashtra,Solapur,Zaid,Medium to Shallow Black Soil (Drought Prone),7.2,8.6,"Summer Groundnut, Fodder Maize, Vegetables",maharashtra|solapur|zaid|medium to shallow black soil (drought prone)
Maharashtra,Thane,Kharif,Coastal Alluvial Loam,5.8,7.0,"Paddy, Finger Millet, Vegetables, Banana, Guava",maharashtra|thane|kharif|coastal alluvial loam
Maharashtra,Thane,Rabi,Coastal Alluvial Loam,5.8,7.0,"Pulses (Wal, Blackgram), Vegetables, Mustard",maharashtra|thane|rabi|coastal alluvial loam
Maharashtra,Thane,Zaid,Coastal Alluvial Loam,5.8,7.0,"Watermelon, Cucurbits, Vegetables",maharashtra|thane|zaid|coastal alluvial loam
Maharashtra,Wardha,Kharif,Deep Black Cotton Soil,7.0,8.4,"Cotton, Soybean, Pigeon Pea, Sorghum",maharashtra|wardha|kharif|deep black cotton soil
Maharashtra,Wardha,Rabi,Deep Black Cotton Soil,7.0,8.4,"Gram, Wheat, Mustard, Safflower",maharashtra|wardha|rabi|deep black cotton soil
Maharashtra,Wardha,Zaid,Deep Black Cotton Soil,7.0,8.4,"Summer Groundnut, Vegetables, Fodder",maharashtra|wardha|zaid|deep black cotton soil
Maharashtra,Washim,Kharif,Medium to Deep Black Soil,7.2,8.5,"Soybean, Cotton, Pigeon Pea, Turmeric",maharashtra|washim|kharif|medium to deep black soil
Maharashtra,Washim,Rabi,Medium to Deep Black Soil,7.2,8.5,"Gram, Wheat, Rabi Sorghum, Mustard",maharashtra|washim|rabi|medium to deep black soil
Maharashtra,Washim,Zaid,Medium to Deep Black Soil,7.2,8.5,"Summer Groundnut, Sesame, Vegetables",maharashtra|washim|zaid|medium to deep black soil
Maharashtra,Yavatmal,Kharif,Deep Black Cotton Soil,7.0,8.4,"Cotton, Soybean, Pigeon Pea, Sorghum",maharashtra|yavatmal|kharif|deep black cotton soil
Maharashtra,Yavatmal,Rabi,Deep Black Cotton Soil,7.0,8.4,"Gram, Wheat, Mustard, Rabi Sorghum",maharashtra|yavatmal|rabi|deep black cotton soil
Maharashtra,Yavatmal,Zaid,Deep Black Cotton Soil,7.0,8.4,"Summer Groundnut, Vegetables, Fodder",maharashtra|yavatmal|zaid|deep black cotton soil
Punjab,Amritsar,Kharif,Alluvial Sandy Loam to Clay Loam,7.0,8.2,"Paddy (Basmati), Maize, Cotton, Sugarcane, Vegetables",punjab|amritsar|kharif|alluvial sandy loam to clay loam
Punjab,Amritsar,Rabi,Alluvial Sandy Loam to Clay Loam,7.0,8.2,"Wheat, Mustard, Potato, Pea, Berseem (Fodder)",punjab|amritsar|rabi|alluvial sandy loam to clay loam
Punjab,Amritsar,Zaid,Alluvial Sandy Loam to Clay Loam,7.0,8.2,"Summer Moong (Green Gram), Muskmelon, Watermelon, Sunflower",punjab|amritsar|zaid|alluvial sandy loam to clay loam
Punjab,Barnala,Kharif,Deep Alluvial Loam Soil,7.2,8.5,"Paddy, Cotton, Maize, Sugarcane",punjab|barnala|kharif|deep alluvial loam soil
Punjab,Barnala,Rabi,Deep Alluvial Loam Soil,7.2,8.5,"Wheat, Barley, Mustard, Gram (Chickpea)",punjab|barnala|rabi|deep alluvial loam soil
Punjab,Barnala,Zaid,Deep Alluvial Loam Soil,7.2,8.5,"Summer Moong, Fodder Maize, Vegetables",punjab|barnala|zaid|deep alluvial loam soil
Punjab,Bathinda,Kharif,Arid Sandy Loam to Alkaline Soil,7.5,8.8,"Cotton (Bt Cotton), Paddy, Pearl Millet (Bajra), Guar",punjab|bathinda|kharif|arid sandy loam to alkaline soil
Punjab,Bathinda,Rabi,Arid Sandy Loam to Alkaline Soil,7.5,8.8,"Wheat, Barley, Mustard (Raya), Gram",punjab|bathinda|rabi|arid sandy loam to alkaline soil
Punjab,Bathinda,Zaid,Arid Sandy Loam to Alkaline Soil,7.5,8.8,"Summer Moong, Cucurbits, Fodder Sorghum",punjab|bathinda|zaid|arid sandy loam to alkaline soil
Punjab,Faridkot,Kharif,Sandy Loam to Saline Alluvial Soil,7.4,8.6,"Cotton, Paddy, Sugarcane, Maize",punjab|faridkot|kharif|sandy loam to saline alluvial soil
Punjab,Faridkot,Rabi,Sandy Loam to Saline Alluvial Soil,7.4,8.6,"Wheat, Mustard, Barley, Potato",punjab|faridkot|rabi|sandy loam to saline alluvial soil
Punjab,Faridkot,Zaid,Sandy Loam to Saline Alluvial Soil,7.4,8.6,"Summer Moong, Sunflower, Vegetables",punjab|faridkot|zaid|sandy loam to saline alluvial soil
Punjab,Fatehgarh Sahib,Kharif,Fertile Alluvial Clay Loam,6.8,8.0,"Paddy, Sugarcane, Maize, Vegetables",punjab|fatehgarh sahib|kharif|fertile alluvial clay loam
Punjab,Fatehgarh Sahib,Rabi,Fertile Alluvial Clay Loam,6.8,8.0,"Wheat, Mustard, Potato, Pea, Gobhi Sarson",punjab|fatehgarh sahib|rabi|fertile alluvial clay loam
Punjab,Fatehgarh Sahib,Zaid,Fertile Alluvial Clay Loam,6.8,8.0,"Summer Moong, Sunflower, Vegetables",punjab|fatehgarh sahib|zaid|fertile alluvial clay loam
Punjab,Fazilka,Kharif,Sandy Loam to Arid Coastal-like Soil,7.5,8.8,"Cotton, Paddy, Kinnow (Citrus), Guar, Sesame",punjab|fazilka|kharif|sandy loam to arid coastal-like soil
Punjab,Fazilka,Rabi,Sandy Loam to Arid Coastal-like Soil,7.5,8.8,"Wheat, Mustard, Barley, Chickpea",punjab|fazilka|rabi|sandy loam to arid coastal-like soil
Punjab,Fazilka,Zaid,Sandy Loam to Arid Coastal-like Soil,7.5,8.8,"Muskmelon, Watermelon, Summer Moong",punjab|fazilka|zaid|sandy loam to arid coastal-like soil
Punjab,Firozpur,Kharif,Alluvial Sandy Loam Soil,7.2,8.5,"Paddy, Cotton, Sugarcane, Maize",punjab|firozpur|kharif|alluvial sandy loam soil
Punjab,Firozpur,Rabi,Alluvial Sandy Loam Soil,7.2,8.5,"Wheat, Mustard, Pea, Potato, Barley",punjab|firozpur|rabi|alluvial sandy loam soil
Punjab,Firozpur,Zaid,Alluvial Sandy Loam Soil,7.2,8.5,"Summer Moong, Sunflower, Watermelon",punjab|firozpur|zaid|alluvial sandy loam soil
Punjab,Gurdaspur,Kharif,Sub-Mountainous Alluvial,6.5,7.8,"Paddy (Basmati), Sugarcane, Maize, Pulses",punjab|gurdaspur|kharif|sub-mountainous alluvial
Punjab,Gurdaspur,Kharif,Clay Loam,6.5,7.8,"Paddy (Basmati), Sugarcane, Maize, Pulses",punjab|gurdaspur|kharif|clay loam
Punjab,Gurdaspur,Rabi,Sub-Mountainous Alluvial,6.5,7.8,"Wheat, Mustard, Potato, Pea, Berseem",punjab|gurdaspur|rabi|sub-mountainous alluvial
Punjab,Gurdaspur,Rabi,Clay Loam,6.5,7.8,"Wheat, Mustard, Potato, Pea, Berseem",punjab|gurdaspur|rabi|clay loam
Punjab,Gurdaspur,Zaid,Sub-Mountainous Alluvial,6.5,7.8,"Summer Moong, Vegetables, Fodder Crops",punjab|gurdaspur|zaid|sub-mountainous alluvial
Punjab,Gurdaspur,Zaid,Clay Loam,6.5,7.8,"Summer Moong, Vegetables, Fodder Crops",punjab|gurdaspur|zaid|clay loam
Punjab,Hoshiarpur,Kharif,Kandi Sub-Mountainous Sandy Soil,6.2,7.6,"Maize, Paddy, Sugarcane, Mango, Citrus",punjab|hoshiarpur|kharif|kandi sub-mountainous sandy soil
Punjab,Hoshiarpur,Rabi,Kandi Sub-Mountainous Sandy Soil,6.2,7.6,"Wheat, Potato, Mustard, Pea, Gram",punjab|hoshiarpur|rabi|kandi sub-mountainous sandy soil
Punjab,Hoshiarpur,Zaid,Kandi Sub-Mountainous Sandy Soil,6.2,7.6,"Summer Vegetables, Cucurbits, Fodder Maize",punjab|hoshiarpur|zaid|kandi sub-mountainous sandy soil
Punjab,Jalandhar,Kharif,Fertile Alluvial Loam Soil,6.8,8.2,"Paddy, Potato (Seed Potato), Maize, Sugarcane",punjab|jalandhar|kharif|fertile alluvial loam soil
Punjab,Jalandhar,Rabi,Fertile Alluvial Loam Soil,6.8,8.2,"Wheat, Potato, Pea, Mustard, Sunflower",punjab|jalandhar|rabi|fertile alluvial loam soil
Punjab,Jalandhar,Zaid,Fertile Alluvial Loam Soil,6.8,8.2,"Summer Moong, Vegetables, Mentha, Cucurbits",punjab|jalandhar|zaid|fertile alluvial loam soil
Punjab,Kapurthala,Kharif,Lowland Alluvial Silt Loam,6.8,8.2,"Paddy, Maize, Sugarcane, Vegetables",punjab|kapurthala|kharif|lowland alluvial silt loam
Punjab,Kapurthala,Rabi,Lowland Alluvial Silt Loam,6.8,8.2,"Wheat, Potato, Pea, Mustard",punjab|kapurthala|rabi|lowland alluvial silt loam
Punjab,Kapurthala,Zaid,Lowland Alluvial Silt Loam,6.8,8.2,"Summer Moong, Muskmelon, Watermelon",punjab|kapurthala|zaid|lowland alluvial silt loam
Punjab,Ludhiana,Kharif,Central Alluvial Loam Soil,6.8,8.0,"Paddy, Maize, Sugarcane, Vegetables, Groundnut",punjab|ludhiana|kharif|central alluvial loam soil
Punjab,Ludhiana,Rabi,Central Alluvial Loam Soil,6.8,8.0,"Wheat, Potato, Pea, Mustard, Gobhi Sarson",punjab|ludhiana|rabi|central alluvial loam soil
Punjab,Ludhiana,Zaid,Central Alluvial Loam Soil,6.8,8.0,"Summer Moong, Mentha, Sunflower, Cucurbits",punjab|ludhiana|zaid|central alluvial loam soil
Punjab,Malerkotla,Kharif,Deep Alluvial Silt Loam,7.0,8.2,"Paddy, Commercial Vegetables, Maize, Sugarcane",punjab|malerkotla|kharif|deep alluvial silt loam
Punjab,Malerkotla,Rabi,Deep Alluvial Silt Loam,7.0,8.2,"Wheat, Commercial Vegetables (Garlic, Onion), Potato, Pea",punjab|malerkotla|rabi|deep alluvial silt loam
Punjab,Malerkotla,Zaid,Deep Alluvial Silt Loam,7.0,8.2,"Summer Vegetables, Watermelon, Summer Moong",punjab|malerkotla|zaid|deep alluvial silt loam
Punjab,Mansa,Kharif,Arid Sandy Loam Soil,7.5,8.8,"Cotton (Bt Cotton), Paddy, Guar, Pearl Millet",punjab|mansa|kharif|arid sandy loam soil
Punjab,Mansa,Rabi,Arid Sandy Loam Soil,7.5,8.8,"Wheat, Mustard, Barley, Chickpea",punjab|mansa|rabi|arid sandy loam soil
Punjab,Mansa,Zaid,Arid Sandy Loam Soil,7.5,8.8,"Summer Moong, Cucurbits, Fodder Crops",punjab|mansa|zaid|arid sandy loam soil
Punjab,Moga,Kharif,Central Alluvial Loam Soil,7.0,8.2,"Paddy, Maize, Sugarcane, Groundnut",punjab|moga|kharif|central alluvial loam soil
Punjab,Moga,Rabi,Central Alluvial Loam Soil,7.0,8.2,"Wheat, Potato, Pea, Mustard, Barley",punjab|moga|rabi|central alluvial loam soil
Punjab,Moga,Zaid,Central Alluvial Loam Soil,7.0,8.2,"Summer Moong, Mentha, Sunflower",punjab|moga|zaid|central alluvial loam soil
Punjab,Pathankot,Kharif,Sub-Mountainous Hilly Red/Sandy Soil,6.0,7.5,"Paddy, Maize, Sugarcane, Mango, Litchi",punjab|pathankot|kharif|sub-mountainous hilly red/sandy soil
Punjab,Pathankot,Rabi,Sub-Mountainous Hilly Red/Sandy Soil,6.0,7.5,"Wheat, Mustard, Potato, Pea",punjab|pathankot|rabi|sub-mountainous hilly red/sandy soil
Punjab,Pathankot,Zaid,Sub-Mountainous Hilly Red/Sandy Soil,6.0,7.5,"Summer Vegetables, Fruits, Fodder Crops",punjab|pathankot|zaid|sub-mountainous hilly red/sandy soil
Punjab,Patiala,Kharif,Heavy Clay Loam Alluvial Soil,6.8,8.2,"Paddy, Sugarcane, Maize, Vegetables",punjab|patiala|kharif|heavy clay loam alluvial soil
Punjab,Patiala,Rabi,Heavy Clay Loam Alluvial Soil,6.8,8.2,"Wheat, Mustard, Potato, Pea, Sunflower",punjab|patiala|rabi|heavy clay loam alluvial soil
Punjab,Patiala,Zaid,Heavy Clay Loam Alluvial Soil,6.8,8.2,"Summer Moong, Sunflower, Cucurbits",punjab|patiala|zaid|heavy clay loam alluvial soil
Punjab,Rupnagar,Kharif,Sub-Mountainous Kandi Silt Soil,6.5,7.8,"Paddy, Maize, Sugarcane, Pulses",punjab|rupnagar|kharif|sub-mountainous kandi silt soil
Punjab,Rupnagar,Rabi,Sub-Mountainous Kandi Silt Soil,6.5,7.8,"Wheat, Mustard, Pea, Potato",punjab|rupnagar|rabi|sub-mountainous kandi silt soil
Punjab,Rupnagar,Zaid,Sub-Mountainous Kandi Silt Soil,6.5,7.8,"Summer Moong, Vegetables, Fodder Maize",punjab|rupnagar|zaid|sub-mountainous kandi silt soil
Punjab,Sahibzada Ajit Singh Nagar,Kharif,Loamy to Sandy Alluvial Soil,6.5,7.8,"Paddy, Maize, Sugarcane, Vegetables",punjab|sahibzada ajit singh nagar|kharif|loamy to sandy alluvial soil
Punjab,Sahibzada Ajit Singh Nagar,Rabi,Loamy to Sandy Alluvial Soil,6.5,7.8,"Wheat, Potato, Pea, Mustard",punjab|sahibzada ajit singh nagar|rabi|loamy to sandy alluvial soil
Punjab,Sahibzada Ajit Singh Nagar,Zaid,Loamy to Sandy Alluvial Soil,6.5,7.8,"Summer Vegetables, Floriculture, Fodder",punjab|sahibzada ajit singh nagar|zaid|loamy to sandy alluvial soil
Punjab,Sangrur,Kharif,Deep Fertile Alluvial Loam,7.0,8.4,"Paddy, Sugarcane, Maize, Cotton",punjab|sangrur|kharif|deep fertile alluvial loam
Punjab,Sangrur,Rabi,Deep Fertile Alluvial Loam,7.0,8.4,"Wheat, Potato, Pea, Mustard, Barley",punjab|sangrur|rabi|deep fertile alluvial loam
Punjab,Sangrur,Zaid,Deep Fertile Alluvial Loam,7.0,8.4,"Summer Moong, Vegetables, Sunflower",punjab|sangrur|zaid|deep fertile alluvial loam
Punjab,Shahid Bhagat Singh Nagar,Kharif,Alluvial Sandy Loam Soil,6.5,7.8,"Paddy, Sugarcane, Maize, Groundnut",punjab|shahid bhagat singh nagar|kharif|alluvial sandy loam soil
Punjab,Shahid Bhagat Singh Nagar,Rabi,Alluvial Sandy Loam Soil,6.5,7.8,"Wheat, Potato, Pea, Mustard",punjab|shahid bhagat singh nagar|rabi|alluvial sandy loam soil
Punjab,Shahid Bhagat Singh Nagar,Zaid,Alluvial Sandy Loam Soil,6.5,7.8,"Summer Moong, Sunflower, Vegetables",punjab|shahid bhagat singh nagar|zaid|alluvial sandy loam soil
Punjab,Sri Muktsar Sahib,Kharif,Saline,7.6,8.9,"Cotton, Paddy, Sugarcane, Guar",punjab|sri muktsar sahib|kharif|saline
Punjab,Sri Muktsar Sahib,Kharif,Alkaline Sandy Loam,7.6,8.9,"Cotton, Paddy, Sugarcane, Guar",punjab|sri muktsar sahib|kharif|alkaline sandy loam
Punjab,Sri Muktsar Sahib,Rabi,Saline,7.6,8.9,"Wheat, Mustard, Barley, Gram",punjab|sri muktsar sahib|rabi|saline
Punjab,Sri Muktsar Sahib,Rabi,Alkaline Sandy Loam,7.6,8.9,"Wheat, Mustard, Barley, Gram",punjab|sri muktsar sahib|rabi|alkaline sandy loam
Punjab,Sri Muktsar Sahib,Zaid,Saline,7.6,8.9,"Summer Moong, Cucurbits, Watermelon",punjab|sri muktsar sahib|zaid|saline
Punjab,Sri Muktsar Sahib,Zaid,Alkaline Sandy Loam,7.6,8.9,"Summer Moong, Cucurbits, Watermelon",punjab|sri muktsar sahib|zaid|alkaline sandy loam
Punjab,Tarn Taran,Kharif,Fertile Alluvial Loam,7.0,8.2,"Paddy (Basmati), Sugarcane, Maize",punjab|tarn taran|kharif|fertile alluvial loam
Punjab,Tarn Taran,Rabi,Fertile Alluvial Loam,7.0,8.2,"Wheat, Potato, Pea, Mustard",punjab|tarn taran|rabi|fertile alluvial loam
Punjab,Tarn Taran,Zaid,Fertile Alluvial Loam,7.0,8.2,"Summer Moong, Vegetables, Muskmelon",punjab|tarn taran|zaid|fertile alluvial loam
Uttar Pradesh,Agra,Kharif,Alluvial Sandy Loam,7.2,8.5,"Pearl Millet (Bajra), Paddy, Pigeon Pea, Sesame",uttar pradesh|agra|kharif|alluvial sandy loam
Uttar Pradesh,Agra,Kharif,Ravine Soil,7.2,8.5,"Pearl Millet (Bajra), Paddy, Pigeon Pea, Sesame",uttar pradesh|agra|kharif|ravine soil
Uttar Pradesh,Agra,Rabi,Alluvial Sandy Loam,7.2,8.5,"Mustard, Wheat, Potato, Chickpea, Barley",uttar pradesh|agra|rabi|alluvial sandy loam
Uttar Pradesh,Agra,Rabi,Ravine Soil,7.2,8.5,"Mustard, Wheat, Potato, Chickpea, Barley",uttar pradesh|agra|rabi|ravine soil
Uttar Pradesh,Agra,Zaid,Alluvial Sandy Loam,7.2,8.5,"Muskmelon, Watermelon, Summer Moong, Cucurbits",uttar pradesh|agra|zaid|alluvial sandy loam
Uttar Pradesh,Agra,Zaid,Ravine Soil,7.2,8.5,"Muskmelon, Watermelon, Summer Moong, Cucurbits",uttar pradesh|agra|zaid|ravine soil
Uttar Pradesh,Aligarh,Kharif,Alluvial Sandy Loam Soil,7.0,8.4,"Paddy, Pearl Millet, Maize, Sugarcane, Pigeon Pea",uttar pradesh|aligarh|kharif|alluvial sandy loam soil
Uttar Pradesh,Aligarh,Rabi,Alluvial Sandy Loam Soil,7.0,8.4,"Wheat, Mustard, Barley, Potato, Gram",uttar pradesh|aligarh|rabi|alluvial sandy loam soil
Uttar Pradesh,Aligarh,Zaid,Alluvial Sandy Loam Soil,7.0,8.4,"Summer Moong, Vegetables, Fodder Maize",uttar pradesh|aligarh|zaid|alluvial sandy loam soil
Uttar Pradesh,Ayodhya,Kharif,Alluvial Silt Loam Soil,6.5,7.8,"Paddy, Maize, Sugarcane, Pigeon Pea",uttar pradesh|ayodhya|kharif|alluvial silt loam soil
Uttar Pradesh,Ayodhya,Rabi,Alluvial Silt Loam Soil,6.5,7.8,"Wheat, Mustard, Potato, Lentil, Pea",uttar pradesh|ayodhya|rabi|alluvial silt loam soil
Uttar Pradesh,Ayodhya,Zaid,Alluvial Silt Loam Soil,6.5,7.8,"Summer Moong, Watermelon, Cucurbits",uttar pradesh|ayodhya|zaid|alluvial silt loam soil
Uttar Pradesh,Azamgarh,Kharif,Clayey Alluvial Soil,6.8,8.0,"Paddy, Maize, Sugarcane, Pigeon Pea",uttar pradesh|azamgarh|kharif|clayey alluvial soil
Uttar Pradesh,Azamgarh,Rabi,Clayey Alluvial Soil,6.8,8.0,"Wheat, Gram, Mustard, Lentil, Potato",uttar pradesh|azamgarh|rabi|clayey alluvial soil
Uttar Pradesh,Azamgarh,Zaid,Clayey Alluvial Soil,6.8,8.0,"Summer Moong, Vegetables, Cowpea",uttar pradesh|azamgarh|zaid|clayey alluvial soil
Uttar Pradesh,Bareilly,Kharif,Tarai,6.2,7.6,"Paddy, Sugarcane, Maize, Mentha",uttar pradesh|bareilly|kharif|tarai
Uttar Pradesh,Bareilly,Kharif,Alluvial Silt Loam,6.2,7.6,"Paddy, Sugarcane, Maize, Mentha",uttar pradesh|bareilly|kharif|alluvial silt loam
Uttar Pradesh,Bareilly,Rabi,Tarai,6.2,7.6,"Wheat, Mustard, Mentha, Pea, Potato",uttar pradesh|bareilly|rabi|tarai
Uttar Pradesh,Bareilly,Rabi,Alluvial Silt Loam,6.2,7.6,"Wheat, Mustard, Mentha, Pea, Potato",uttar pradesh|bareilly|rabi|alluvial silt loam
Uttar Pradesh,Bareilly,Zaid,Tarai,6.2,7.6,"Mentha (Peppermint), Summer Moong, Vegetables",uttar pradesh|bareilly|zaid|tarai
Uttar Pradesh,Bareilly,Zaid,Alluvial Silt Loam,6.2,7.6,"Mentha (Peppermint), Summer Moong, Vegetables",uttar pradesh|bareilly|zaid|alluvial silt loam
Uttar Pradesh,Gorakhpur,Kharif,Bangar,6.5,7.8,"Paddy, Sugarcane, Maize, Pigeon Pea",uttar pradesh|gorakhpur|kharif|bangar
Uttar Pradesh,Gorakhpur,Kharif,Khadar Alluvial Silt,6.5,7.8,"Paddy, Sugarcane, Maize, Pigeon Pea",uttar pradesh|gorakhpur|kharif|khadar alluvial silt
Uttar Pradesh,Gorakhpur,Rabi,Bangar,6.5,7.8,"Wheat, Lentil (Masoor), Mustard, Pea",uttar pradesh|gorakhpur|rabi|bangar
Uttar Pradesh,Gorakhpur,Rabi,Khadar Alluvial Silt,6.5,7.8,"Wheat, Lentil (Masoor), Mustard, Pea",uttar pradesh|gorakhpur|rabi|khadar alluvial silt
Uttar Pradesh,Gorakhpur,Zaid,Bangar,6.5,7.8,"Summer Moong, Cucurbits, Vegetables",uttar pradesh|gorakhpur|zaid|bangar
Uttar Pradesh,Gorakhpur,Zaid,Khadar Alluvial Silt,6.5,7.8,"Summer Moong, Cucurbits, Vegetables",uttar pradesh|gorakhpur|zaid|khadar alluvial silt
Uttar Pradesh,Jhansi,Kharif,Mixed Red,6.8,8.2,"Groundnut, Sesame, Black Gram (Urad), Soybean, Sorghum",uttar pradesh|jhansi|kharif|mixed red
Uttar Pradesh,Jhansi,Kharif,Black Soil (Rakar/Kabar),6.8,8.2,"Groundnut, Sesame, Black Gram (Urad), Soybean, Sorghum",uttar pradesh|jhansi|kharif|black soil (rakar/kabar)
Uttar Pradesh,Jhansi,Rabi,Mixed Red,6.8,8.2,"Chickpea (Gram), Wheat, Mustard, Lentil, Field Pea",uttar pradesh|jhansi|rabi|mixed red
Uttar Pradesh,Jhansi,Rabi,Black Soil (Rakar/Kabar),6.8,8.2,"Chickpea (Gram), Wheat, Mustard, Lentil, Field Pea",uttar pradesh|jhansi|rabi|black soil (rakar/kabar)
Uttar Pradesh,Jhansi,Zaid,Mixed Red,6.8,8.2,"Summer Moong, Fodder Crops, Sesame",uttar pradesh|jhansi|zaid|mixed red
Uttar Pradesh,Jhansi,Zaid,Black Soil (Rakar/Kabar),6.8,8.2,"Summer Moong, Fodder Crops, Sesame",uttar pradesh|jhansi|zaid|black soil (rakar/kabar)
Uttar Pradesh,Kanpur Nagar,Kharif,Central Ganga Alluvial Soil,6.8,8.2,"Paddy, Maize, Sorghum, Pigeon Pea, Sesame",uttar pradesh|kanpur nagar|kharif|central ganga alluvial soil
Uttar Pradesh,Kanpur Nagar,Rabi,Central Ganga Alluvial Soil,6.8,8.2,"Wheat, Mustard, Chickpea, Potato, Pea",uttar pradesh|kanpur nagar|rabi|central ganga alluvial soil
Uttar Pradesh,Kanpur Nagar,Zaid,Central Ganga Alluvial Soil,6.8,8.2,"Summer Moong, Cucurbits, Muskmelon",uttar pradesh|kanpur nagar|zaid|central ganga alluvial soil
Uttar Pradesh,Lakhimpur Kheri,Kharif,Fertile Tarai Alluvial Soil,6.0,7.5,"Sugarcane, Paddy, Maize, Black Gram",uttar pradesh|lakhimpur kheri|kharif|fertile tarai alluvial soil
Uttar Pradesh,Lakhimpur Kheri,Rabi,Fertile Tarai Alluvial Soil,6.0,7.5,"Wheat, Mustard, Lentil, Potato, Mustard",uttar pradesh|lakhimpur kheri|rabi|fertile tarai alluvial soil
Uttar Pradesh,Lakhimpur Kheri,Zaid,Fertile Tarai Alluvial Soil,6.0,7.5,"Mentha, Summer Moong, Vegetables",uttar pradesh|lakhimpur kheri|zaid|fertile tarai alluvial soil
Uttar Pradesh,Lucknow,Kharif,Ganga Alluvial Loam Soil,6.5,8.0,"Paddy, Mango, Paddy, Pigeon Pea, Maize",uttar pradesh|lucknow|kharif|ganga alluvial loam soil
Uttar Pradesh,Lucknow,Rabi,Ganga Alluvial Loam Soil,6.5,8.0,"Wheat, Mustard, Potato, Pea, Commercial Vegetables",uttar pradesh|lucknow|rabi|ganga alluvial loam soil
Uttar Pradesh,Lucknow,Zaid,Ganga Alluvial Loam Soil,6.5,8.0,"Summer Moong, Cucurbits, Vegetables",uttar pradesh|lucknow|zaid|ganga alluvial loam soil
Uttar Pradesh,Mathura,Kharif,Sandy Loam to Saline Alluvial Soil,7.4,8.8,"Pearl Millet, Paddy, Cotton, Sesame, Pigeon Pea",uttar pradesh|mathura|kharif|sandy loam to saline alluvial soil
Uttar Pradesh,Mathura,Rabi,Sandy Loam to Saline Alluvial Soil,7.4,8.8,"Mustard, Wheat, Barley, Chickpea",uttar pradesh|mathura|rabi|sandy loam to saline alluvial soil
Uttar Pradesh,Mathura,Zaid,Sandy Loam to Saline Alluvial Soil,7.4,8.8,"Muskmelon, Watermelon, Summer Moong",uttar pradesh|mathura|zaid|sandy loam to saline alluvial soil
Uttar Pradesh,Meerut,Kharif,Highly Fertile Alluvial Loam,6.8,8.0,"Sugarcane, Paddy, Maize, Sorghum, Vegetables",uttar pradesh|meerut|kharif|highly fertile alluvial loam
Uttar Pradesh,Meerut,Rabi,Highly Fertile Alluvial Loam,6.8,8.0,"Wheat, Mustard, Potato, Pea, Mustard",uttar pradesh|meerut|rabi|highly fertile alluvial loam
